Name|Farbe|Druck|Adresse|Kommentar|Bild_1|Bild_2|Type|IconScale|longitude (Länge)|latitude (Breite)|Leerspalte|BeschreibungText|Bild_1_Link|Bild_2_Link|Beschreibung|Icon|Koordinaten
29|ff00ffff||||029_Pic_1.jpg||Alt||8.88670800267515|47.1967531671336|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88670800267515,47.1967531671336
30|ff00ffff||||030_Pic_1.jpg||Neu||8.89395501855766|47.1943091720443|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89395501855766,47.1943091720443
32|ff00ffff||||032_Pic_1.jpg||Neu||8.89622|47.19781|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89622,47.19781
33|ff00ffff|||Mit 75er Abgang|033_Pic_1.jpg||Alt||8.90864201581308|47.1986681584376|| Mit 75er Abgang|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;|| Mit 75er Abgang&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.90864201581308,47.1986681584376
34|ff00ffff||||034_Pic_1.jpg||Alt||8.89635082827799|47.2000792261984|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89635082827799,47.2000792261984
35|ff00ffff||||035_Pic_1.jpg||Neu||8.89520919648357|47.2007734924015|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/035_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/035_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/035_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89520919648357,47.2007734924015
36|ff00ffff||||036_Pic_1.jpg||Alt||8.891223727894|47.2009641849958|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/036_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/036_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/036_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.891223727894,47.2009641849958
37|ff00ffff||||037_Pic_1.jpg||Alt||8.88798314824125|47.2006013131806|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/037_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/037_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/037_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88798314824125,47.2006013131806
38|ff00ffff||||038_Pic_1.jpg||Alt||8.88738|47.20062|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/038_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/038_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/038_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88738,47.20062
39|ff00ffff||||039_Pic_1.jpg||Neu||8.89464494243147|47.204119574497|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/039_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/039_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/039_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89464494243147,47.204119574497
40|ff00ffff||||040_Pic_1.jpg||Alt||8.89182015208265|47.2052295875985|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/040_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/040_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/040_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89182015208265,47.2052295875985
41|ff00ffff||||041_Pic_1.jpg||Alt||8.88964346178389|47.2043987875719|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/041_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/041_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/041_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88964346178389,47.2043987875719
42|ff00ffff||||042_Pic_1.jpg||Alt||8.88775282255426|47.2038649574187|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/042_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/042_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/042_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88775282255426,47.2038649574187
43|ff00ffff||||043_Pic_1.jpg||Alt||8.88794|47.20333|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/043_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/043_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/043_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88794,47.20333
44|ff00ffff||||044_Pic_1.jpg||Neu||8.88683541168225|47.2038171279302|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/044_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/044_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/044_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88683541168225,47.2038171279302
45|ff00ffff||||045_Pic_1.jpg||Neu||8.8821349581724|47.1985869204191|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/045_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/045_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/045_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.8821349581724,47.1985869204191
46|ff00ffff||||046_Pic_1.jpg||Neu||8.88743|47.20198|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/046_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/046_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/046_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88743,47.20198
47|ff00ffff||||047_Pic_1.jpg||Neu||8.88588829441098|47.2013960528556|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/047_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/047_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/047_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88588829441098,47.2013960528556
48|ff00ffff||||048_Pic_1.jpg||Alt||8.88386|47.19933|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/048_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/048_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/048_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88386,47.19933
49|ff00ffff|||Neben der grossen Tanne!|049_Pic_1.jpg||Alt||8.8827608989108|47.1992151209187|| Neben der grossen Tanne!|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/049_Pic_1.jpg" style="max-height:200px;" /&gt;|| Neben der grossen Tanne!&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/049_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/049_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.8827608989108,47.1992151209187
51|ff00ffff||||051_Pic_1.jpg||Neu||8.89493598887288|47.1911070571446|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/051_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/051_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/051_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89493598887288,47.1911070571446
52|ff00ffff|||Mit 75er Abgang|052_Pic_1.jpg||Alt||8.89436683768502|47.1891715986792|| Mit 75er Abgang|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/052_Pic_1.jpg" style="max-height:200px;" /&gt;|| Mit 75er Abgang&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/052_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/052_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89436683768502,47.1891715986792
53|ff00ffff||||053_Pic_1.jpg||Alt||8.89314945981549|47.1877779523119|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/053_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/053_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/053_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89314945981549,47.1877779523119
54|ff00ffff||||054_Pic_1.jpg||Neu||8.89219634974492|47.1858605215436|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/054_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/054_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/054_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89219634974492,47.1858605215436
55|ff00ffff||||055_Pic_1.jpg||Neu||8.88405|47.19855|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/055_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/055_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/055_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88405,47.19855
56|ff00ffff||||056_Pic_1.jpg||Neu||8.89630318731603|47.1832297881772|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/056_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/056_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/056_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89630318731603,47.1832297881772
57|ff00ffff||||057_Pic_1.jpg||Alt||8.89532835314351|47.1835298578812|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/057_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/057_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/057_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89532835314351,47.1835298578812
58|ff00ffff||||058_Pic_1.jpg|058_Pic_2.jpg|Alt||8.89576213612676|47.1841276082219|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/058_Pic_1.jpg" style="max-height:200px;" /&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/058_Pic_2.jpg" style="max-height:200px;" /&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/058_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/058_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89576213612676,47.1841276082219
59|ff00ffff||||059_Pic_1.jpg||Alt||8.89657|47.18365|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/059_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/059_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/059_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89657,47.18365
60|ff00ffff||||060_Pic_1.jpg||Neu||8.8894463142129|47.1862019990808|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/060_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/060_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/060_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.8894463142129,47.1862019990808
61|ff00ffff||||061_Pic_1.jpg||Neu||8.89770305353472|47.1854012717172|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/061_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/061_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/061_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89770305353472,47.1854012717172
62|ff00ffff||||062_Pic_1.jpg||Neu||8.89734322698992|47.1869397182175|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/062_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/062_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/062_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89734322698992,47.1869397182175
63|ff00ffff||||063_Pic_1.jpg||Neu||8.89701166273173|47.1886726443484|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/063_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/063_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/063_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89701166273173,47.1886726443484
64|ff00ffff|||Am Wegli zum Spar|064_Pic_1.jpg||Alt||8.89530535695295|47.1891514216867|| Am Wegli zum Spar|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/064_Pic_1.jpg" style="max-height:200px;" /&gt;|| Am Wegli zum Spar&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/064_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/064_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89530535695295,47.1891514216867
65|ff00ffff||||065_Pic_1.jpg||Neu||8.89689729100431|47.1895138142382|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/065_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/065_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/065_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89689729100431,47.1895138142382
66|ff00ffff||||066_Pic_1.jpg||Alt||8.89620500595938|47.1904417335543|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/066_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/066_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/066_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89620500595938,47.1904417335543
